Player:Date:Value
Andreaw Gravillon:2024-11-01:3822000.0
Andrei Girotto:2023-12-01:4000000.0
Andrej Kramaric:2024-11-01:5114000.0
Andrew Moran:2024-11-01:3000000.0
Andrew Robertson:2024-11-01:30460000.0
Andrey Lunev:2024-12-01:1000000.0
Andriy Lunin:2024-12-01:23590000.0
András Schäfer:2024-11-01:4990000.0
André Ayew:2024-12-01:1017333.33
André Gomes:2024-12-01:5146800.0
André Hahn:2024-04-01:855285.71
André Onana:2024-11-01:35580000.0
André Silva:2024-12-01:4900416.67
Andrés Guardado:2024-12-01:1040666.67
Andrés Martín:2023-12-01:1000000.0
Andy Delort:2024-05-01:6102000.0
Angel Gomes:2024-12-01:24490000.0
Angeliño:2024-12-01:8000000.0
Angelo Fulgini:2024-12-01:7138333.33
Angelo Ogbonna:2024-11-01:700000.0
Angelo Stiller:2024-11-01:19466666.67
Ansgar Knauff:2024-11-01:9986666.67
Ansu Fati:2024-11-01:25510000.0
Ante Budimir:2024-12-01:5000000.0
Ante Palaversa:2024-12-01:353000.0
Ante Rebi:2024-11-01:2466666.67
Anthony Caci:2024-11-01:7000000.0
Anthony Elanga:2024-11-01:21906666.67
Anthony Gordon:2024-11-01:58720000.0
Anthony Jung:2024-11-01:1000000.0
Anthony Khelifa:2023-12-01:150000.0
Anthony Lopes:2024-12-01:4090000.0
Anthony Losilla:2024-11-01:500000.0
Anthony Martial:2024-11-01:10183333.33
Anthony Modeste:2023-12-01:755500.0
Anthony Rouault:2024-11-01:7000000.0
Antoine Griezmann:2024-12-01:25000000.0
Antoine Mendy:2024-12-01:800000.0
Antoine Semenyo:2024-11-01:10000000.0
Anton Stach:2024-11-01:15000000.0
Antonee Robinson:2024-11-01:24300000.0
Antonin Bobichon:2024-04-01:725000.0
Antonino Gallo:2024-12-01:4315000.0
Antonio Candreva:2024-12-01:1047500.0
Antonio Raíllo:2024-12-01:2006666.67
Antonio Rüdiger:2024-12-01:25000000.0
Antonio Sanabria:2024-12-01:7300000.0
Antonio Sánchez:2024-12-01:2500000.0
Antonios Papadopoulos:2024-11-01:976933.33
Antony:2024-11-01:25723333.33
Antonín Barák:2024-12-01:4588333.33
Anuar:2024-12-01:891666.67
Arbër Zeneli:2024-12-01:2035000.0
Ardian Ismajli:2024-12-01:3000000.0
Arial Mendy:2023-12-01:618000.0
Aridane Hernández:2024-12-01:808666.67
Arijon Ibrahimovi:2024-12-01:4000000.0
Aritz Elustondo:2024-12-01:5433333.33
Arkadiusz Milik:2024-12-01:6086666.67
Arkadiusz Reca:2024-04-01:2433000.0
Armand Laurienté:2024-12-01:10406666.67
Armando Broja:2024-11-01:22708000.0
Armando Izzo:2024-12-01:2500000.0
Armel Bella-Kotchap:2024-11-01:12648000.0
Arnau Martínez:2024-12-01:10100000.0
Arnau Puigmal:2024-12-01:1819000.0
Arnaud Kalimuendo:2024-12-01:20000000.0
Arnaud Nordin:2024-12-01:7916666.67
Arnaud Souquet:2024-02-01:1525000.0
Arnaut Danjuma:2024-11-01:13304000.0
Arne Engels:2024-11-01:8835000.0
Arne Maier:2024-11-01:4933000.0
Arthur:2024-11-01:5000000.0
Arthur Theate:2024-12-01:20000000.0
Ashley Young:2024-11-01:510400.0
Asier Illarramendi:2024-02-01:2000000.0
Asier Villalibre:2024-12-01:2500000.0
Asmir Begovic:2024-11-01:300000.0
Assan Ceesay:2024-12-01:2026000.0
Aster Vranckx:2024-11-01:11994166.67
Atakan Karazor:2024-11-01:11466666.67
Augusto Solari:2023-12-01:1571428.57
Aurélien Tchouaméni:2024-12-01:99100000.0
Aurélio Buta:2024-11-01:5298333.33
Awer Mabil:2024-04-01:1288000.0
Axel Camblan:2024-12-01:516000.0
Axel Disasi:2024-11-01:40206000.0
Axel Gueguin:2024-12-01:700000.0
Axel Witsel:2024-12-01:3576666.67
Ayman Azhil:2023-12-01:400000.0
Aymen Barkok:2024-12-01:1112666.67
Aymeric Laporte:2024-12-01:20375000.0
Ayoze Pérez:2024-12-01:7000000.0
Azor Matusiwa:2024-12-01:12170000.0
Azzedine Ounahi:2024-12-01:12000000.0
Aïman Maurer:2024-12-01:508166.67
Aïssa Laïdouni:2024-11-01:6593333.33
Aïssa Mandi:2024-12-01:1818666.67
Badredine Bouanani:2024-12-01:5016666.67
Bafodé Diakité:2024-12-01:17680000.0
Bamba Dieng:2024-12-01:4270000.0
Bamo Meïté:2024-12-01:5823333.33
Baptiste Santamaria:2024-12-01:10293333.33
Bartol Franjic:2024-11-01:1856000.0
Bartosz Bereszyski:2024-12-01:1311333.33
Batista Mendy:2024-11-01:9385833.33
Baïla Diallo:2023-12-01:204071.43
Bebé:2024-12-01:615000.0
Ben Chilwell:2024-11-01:28204000.0
Ben Davies:2024-11-01:6815333.33
Ben Doak:2024-11-01:10000000.0
Ben Godfrey:2024-11-01:9820000.0
Ben Johnson:2024-11-01:8000000.0
Ben Mee:2024-11-01:1000000.0
Ben Pearson:2023-12-01:2224857.14
Ben White:2024-11-01:55000000.0
Benjamin André:2024-12-01:8000000.0
Benjamin Bourigeaud:2024-12-01:18000000.0
Benjamin Henrichs:2024-11-01:20000000.0
Benjamin Lecomte:2024-12-01:3540000.0
Benjamin Leroy:2023-12-01:508142.86
Benjamin Pavard:2024-12-01:49900000.0
Benjamin Tahirovic:2024-11-01:5146000.0
Benno Schmitz:2024-11-01:1563000.0
Benoît Badiashile:2024-11-01:30500000.0
Benoît Costil:2024-12-01:619000.0
Berat Djimsiti:2024-12-01:10000000.0
Bernardo Espinosa:2024-12-01:602166.67
Bernardo Silva:2024-11-01:71060000.0
Bernd Leno:2024-11-01:13000000.0
Betão:2022-10-01:100000.0
Bevic Moussiti-Oko:2024-04-01:326500.0
Beñat Turrientes:2024-12-01:18315000.0
Billal Brahimi:2024-12-01:3083333.33
Billy Gilmour:2024-11-01:18000000.0
Bingourou Kamara:2023-12-01:800000.0
Birama Touré:2023-12-01:1770857.14
Birger Meling:2024-12-01:3555000.0
Bobby Clark:2024-11-01:980500.0
Bobby Wood:2024-02-01:778666.67
Bonke Innocent:2024-12-01:1052500.0
Borja García:2024-12-01:818333.33
Borja Iglesias:2024-11-01:5240000.0
Borja Mayoral:2024-12-01:15000000.0
Borna Sosa:2024-11-01:7549000.0
Boubacar Kamara:2024-11-01:37986666.67
Boubacar Traoré:2024-11-01:6000000.0
Boubakary Soumaré:2024-12-01:14000000.0
Boulaye Dia:2024-12-01:10623333.33
Bradley Barcola:2024-12-01:48466666.67
Brahim Díaz:2024-12-01:38600000.0
Braian Cufré:2024-02-01:1483000.0
Brais Méndez:2024-12-01:40000000.0
Brajan Gruda:2024-11-01:18790000.0
Bram Nuytinck:2024-11-01:609600.0
Branco van den Boomen:2024-11-01:6373333.33
Brandon Baiye:2024-12-01:700500.0
Brandon Soppy:2024-12-01:2233333.33
Brayann Pereira:2024-11-01:688200.0
Brecht Dejaegere:2024-12-01:1021000.0
Breel Embolo:2024-12-01:12000000.0
Brendan Chardonnet:2024-12-01:7980000.0
Brenden Aaronson:2024-11-01:12272000.0
Brennan Johnson:2024-11-01:48000000.0
Brian Bayeye:2024-12-01:406500.0
Brian Ocampo:2024-12-01:917666.67
Brian Oliván:2024-12-01:2608333.33
Brice Samba:2024-12-01:15000000.0
Bruno Amione:2024-12-01:2968500.0
Bruno Fernandes:2024-11-01:70000000.0
Bruno Guimarães:2024-11-01:85000000.0
Bryan Cristante:2024-12-01:20000000.0
Bryan Mbeumo:2024-11-01:39780000.0
Bukayo Saka:2024-11-01:137266666.67
Béni Makouana:2024-12-01:1200000.0
Cafú:2024-11-01:400000.0
Caleb Okoli:2024-12-01:8000000.0
Calila:2024-12-01:300000.0
Callum Hudson-Odoi:2024-11-01:17185000.0
Callum Wilson:2024-11-01:13000000.0
Calum Chambers:2024-11-01:4123000.0
Calvin Stengs:2024-11-01:15000000.0
Cameron Archer:2024-11-01:13470000.0
Carles Aleñá:2024-12-01:3030000.0
Carles Pérez:2024-12-01:2633333.33
Carlos Alcaraz:2024-12-01:15000000.0
Carlos Baleba:2024-11-01:21744000.0
Carlos Clerc:2023-12-01:1541500.0
Carlos Domínguez:2024-12-01:2737333.33
Carlos Fernández:2024-12-01:1640000.0
Carlos García:2023-12-01:118779.76
Carlos Gruezo:2024-02-01:3000000.0
Carlos Soler:2024-12-01:20000000.0
Carlos Vinícius:2024-11-01:4240000.0
Carlos Álvarez:2023-12-01:400000.0
Carlão:2024-12-01:100000.0
Carney Chukwuemeka:2024-11-01:15000000.0
Casemiro:2024-11-01:21220000.0
Castello Lukeba:2024-11-01:39950000.0
Cengiz Ünder:2024-11-01:14660000.0
Cenk Özkacar:2024-12-01:3725000.0
Chadi Riad:2024-12-01:14130000.0
Chancel Mbemba:2024-12-01:15000000.0
Charalampos Lykogiannis:2024-12-01:1000000.0
Charles Aránguiz:2024-01-01:3038750.0
Charles De Ketelaere:2024-12-01:33343333.33
Charles Pickel:2024-04-01:3273500.0
Charles Traoré:2024-04-01:511000.0
Check Keita:2024-12-01:1500000.0
Cheick Doucouré:2024-11-01:35000000.0
Cheikhou Kouyaté:2024-11-01:1000000.0
Chem Campbell:2024-06-01:905000.0
Chidera Ejuke:2024-12-01:6000000.0
Chris Führich:2024-11-01:27141666.67
Chris Mepham:2024-11-01:6126000.0
Chris Ramos:2024-12-01:3996666.67
Chris Richards:2024-11-01:11480000.0
Chris Smalling:2024-12-01:2630000.0
Chris Wood:2024-11-01:7000000.0
Chrislain Matsima:2024-12-01:7000000.0
Christian Eriksen:2024-11-01:8500000.0
Christian Groß:2024-11-01:300000.0
Christian Gytkjaer:2024-12-01:700000.0
Christian Günter:2024-11-01:5144000.0
Christian Kouamé:2024-12-01:7617500.0
Christian Mawissa:2024-12-01:8429166.67
Christian Nørgaard:2024-11-01:18176000.0
Christian Pulisic:2024-12-01:39400000.0
Christoph Baumgartner:2024-11-01:18573333.33
Christoph Kramer:2024-11-01:1733333.33
Christophe Hérelle:2024-12-01:1529000.0
Christopher Antwi-Adjei:2024-11-01:1283666.67
Christopher Jullien:2024-12-01:2546666.67
Christopher Lenz:2024-11-01:1553000.0
Christopher Nkunku:2024-11-01:66300000.0
Christopher Trimmel:2024-11-01:628800.0
Christopher Wooh:2024-12-01:6000000.0
Ché Adams:2024-11-01:15000000.0
Ciro Immobile:2024-12-01:4410000.0
Ciro Palmieri:2023-12-01:71625.0
Claudio Bravo:2024-12-01:821333.33
Clinton Mola:2023-12-01:521000.0
Clément Grenier:2023-12-01:811142.86
Clément Lenglet:2024-11-01:9953333.33
Clément Vidal:2024-04-01:1535250.0
Cody Drameh:2023-12-01:3454285.71
Cody Gakpo:2025-01-01:53400000.0
Cole Palmer:2024-11-01:72675000.0
Colin Dagba:2024-12-01:1256000.0
Connor Ronan:2024-02-01:985333.33
Conor Coady:2024-11-01:3203333.33
Conor Coventry:2024-12-01:1500000.0
Conor Gallagher:2024-11-01:49520000.0
Corentin Tolisso:2024-12-01:5000000.0
Cote:2023-12-01:1061666.67
Craig Dawson:2024-11-01:2000000.0
Cristhian Mosquera:2024-12-01:27383333.33
Cristhian Stuani:2024-12-01:1821666.67
Cristian Buonaiuto:2023-12-01:800000.0
Cristian Gamboa:2024-11-01:509600.0
Cristian Romero:2025-01-01:63725000.0
Cristian Volpato:2024-12-01:4560833.33
Cristiano Biraghi:2024-12-01:3545833.33
Cristiano Ronaldo:2023-12-01:15292857.14
Crysencio Summerville:2024-11-01:19747000.0
Curtis Jones:2024-11-01:34883333.33
Cyle Larin:2024-12-01:4080000.0
Cyriel Dessers:2024-11-01:4442666.67
Cyril Ngonge:2024-12-01:11980000.0
Cyrille Bayala:2023-12-01:911285.71
Cédric Avinel:2023-12-01:254642.86
Cédric Bakambu:2024-12-01:2529000.0
Cédric Brunner:2024-04-01:1102000.0
Cédric Hountondji:2024-12-01:1800333.33
Cédric Soares:2024-11-01:2000000.0
César Azpilicueta:2024-12-01:2220000.0
César Montes:2024-12-01:3020000.0
César de la Hoz:2024-12-01:1021666.67
Daichi Kamada:2024-12-01:17460000.0
Daley Blind:2024-12-01:3000000.0
Daley Sinkgraven:2024-12-01:1029333.33
Damien Da Silva:2023-10-01:511200.0
Damián Suárez:2024-12-01:669166.67
Dan Burn:2024-11-01:8212000.0
Dan-Axel Zagadou:2024-11-01:10000000.0
Dango Ouattara:2024-11-01:20000000.0
Dani Ceballos:2024-12-01:6420000.0
Dani García:2024-12-01:1816000.0
Dani Gómez:2024-12-01:1200000.0
Dani Iglesias:2023-12-01:200000.0
Dani Olmo:2025-01-01:56750000.0
Dani Parejo:2024-12-01:2620000.0
Dani Rodríguez:2024-12-01:1019666.67
Dani Vivian:2024-12-01:25000000.0
Daniel Amartey:2024-11-01:5460000.0
Daniel Caligiuri:2024-04-01:420500.0
Daniel Carvajal:2024-12-01:12000000.0
Daniel Ciofani:2023-12-01:200000.0
Daniel James:2023-12-01:12185000.0
Daniel Maldini:2024-12-01:4342500.0
Daniel Podence:2024-11-01:13000000.0
Daniel-Kofi Kyereh:2024-11-01:3814166.67
Daniele Montevago:2023-12-01:763428.57
Daniele Rugani:2024-12-01:4000000.0
Daniele Verde:2024-04-01:2296000.0
Danilho Doekhi:2024-11-01:17000000.0
Danilo:2024-12-01:11928333.33
Danilo Cataldi:2024-12-01:5716666.67
Danilo D'Ambrosio:2024-12-01:1004166.67
Danilo Pereira:2024-12-01:8116666.67
Danilo Soares:2024-11-01:732400.0
Danny Ings:2024-11-01:8114000.0
Danny Latza:2023-12-01:508428.57
Danny Ward:2024-11-01:1892000.0
Danny Welbeck:2024-11-01:5114000.0
Danny da Costa:2024-11-01:1231800.0
Dante:2024-12-01:509000.0
Dany Jean:2023-12-01:150000.0
Dany Mota:2024-12-01:5000000.0
Darko Brasanac:2024-12-01:1412833.33
Darko Churlinov:2024-12-01:1530833.33
Darko Gyabi:2024-04-01:2056363.64
Darko Lazovi:2024-12-01:1541666.67
Darlin Yongwa:2024-12-01:1500000.0
Darwin Machís:2024-12-01:2000000.0
Darwin Núñez:2024-11-01:69783333.33
David Alaba:2024-12-01:20950000.0
David García:2024-12-01:10440000.0
David López:2024-12-01:1236600.0
David Okereke:2024-12-01:2416500.0
David Ospina:2023-12-01:3140000.0
David Ozoh:2024-06-01:700000.0
David Pereira da Costa:2024-12-01:8000000.0
David Raum:2024-11-01:19700000.0
David Raya:2024-11-01:35000000.0
David Silva:2023-12-01:4000000.0
David Soria:2024-12-01:5243333.33
David Strelec:2023-12-01:1113714.29
David Torres:2024-12-01:1000000.0
David Zima:2024-12-01:4000000.0
David de Gea:2024-09-01:5366000.0
Davide Calabria:2024-12-01:13203333.33
Davide Faraoni:2024-12-01:1545000.0
Davide Frattesi:2024-12-01:34433333.33
Davide Zappacosta:2024-12-01:6000000.0
Davie Selke:2024-11-01:2886800.0
Davinson Sánchez:2025-01-01:17745000.0
Dayot Upamecano:2024-11-01:46341666.67
Dean Henderson:2024-11-01:12000000.0
Declan Rice:2024-11-01:118660000.0
Deiver Machado:2024-12-01:4000000.0
Dejan Kulusevski:2024-11-01:55000000.0
Dejan Ljubicic:2024-11-01:5501666.67
Dejan Lovren:2024-12-01:1266666.67
Delano Burgzorg:2024-04-01:1752000.0
Dele Alli:2024-11-01:5000000.0
Demarai Gray:2024-04-01:13300000.0
Demba Seck:2024-12-01:2066500.0
Denis Genreau:2024-12-01:1540000.0
Denis Huseinbasic:2024-11-01:4062000.0
Denis Suárez:2024-12-01:1550000.0
Denis Zakaria:2024-12-01:24990000.0
Deniz Undav:2024-11-01:23991666.67
Dennis Appiah:2024-12-01:1000000.0
Dennis Geiger:2024-11-01:3124000.0
Dennis Praet:2023-12-01:7158333.33
Denso Kasius:2024-11-01:2000000.0
Denys Bain:2024-04-01:416250.0
Denzel Dumfries:2024-12-01:24580000.0
Derry Scherhant:2023-12-01:697000.0
Dexter Lembikisa:2024-11-01:2999000.0
Diadié Samassékou:2024-12-01:2058000.0
Diant Ramaj:2024-11-01:15710000.0
Diego Carioca:2024-12-01:300000.0
Diego Carlos:2024-11-01:16000000.0
Diego Collado:2024-12-01:815333.33
Diego Coppola:2024-12-01:5806666.67
Diego Costa:2024-12-01:3606666.67
Diego Demme:2024-12-01:821666.67
Diego González:2024-12-01:1046666.67
Diego Llorente:2024-12-01:7101666.67
Diego López:2024-12-01:6448066.67
Diego Moreno:2024-03-01:656633.33
Diego Méndez:2024-04-01:200000.0
Diego Rico:2024-12-01:1700000.0
Diego Valencia:2024-11-01:1530600.0
Diego Ângelo:2021-11-01:218333.33
Dikeni Salifou:2023-12-01:200000.0
Dimitri Foulquier:2024-12-01:2500000.0
Dimitri Liénard:2024-04-01:415750.0
Dimitri Payet:2023-12-01:1841166.67
Dimitrios Nikolaou:2024-04-01:2875250.0
Dinu Graur:2023-12-01:150000.0
Diogo Dalot:2024-11-01:35000000.0
Diogo Jota:2024-11-01:50000000.0
Diogo Leite:2024-11-01:15000000.0
Dion Beljo:2024-11-01:4270000.0
Dion Lopy:2024-12-01:9653333.33
Divin Mubama:2024-11-01:1000000.0
Divock Origi:2024-11-01:5001666.67
Djed Spence:2024-12-01:8000000.0
Djené:2024-12-01:2623333.33
Djibril Sow:2024-12-01:9570000.0
Doan Alemdar:2024-12-01:2571666.67
Dodi Lukébakio:2024-12-01:12300000.0
Dodô:2024-12-01:17245000.0
Domagoj Bradari:2024-12-01:5125000.0
Domenico Berardi:2024-12-01:10346666.67
Domingos Duarte:2024-12-01:2088333.33
Domingos Quina:2024-12-01:1532500.0
Dominic Calvert-Lewin:2024-11-01:22005000.0
Dominic Solanke:2024-11-01:39000000.0
Dominick Drexler:2023-12-01:762000.0
Dominik Kohr:2024-11-01:3058000.0
Dominik Szoboszlai:2024-11-01:74975000.0
Dominique Heintz:2024-11-01:837600.0
Donny van de Beek:2024-11-01:5510000.0
Donyell Malen:2024-11-01:39833333.33
Douglas Luiz:2024-11-01:69900000.0
Duan Vlahovi:2024-12-01:65000000.0
Duccio Degli Innocenti:2023-12-01:500000.0
Duje Caleta-Car:2024-12-01:7000000.0
Duván Zapata:2024-12-01:8000000.0
Dwight McNeil:2024-11-01:21684000.0
Dyego Sousa:2023-12-01:814285.71
Dylan Bronn:2024-11-01:1323600.0
Désiré Doué:2024-12-01:27850000.0
Easah Suliman:2023-12-01:350000.0
Eberechi Eze:2024-11-01:54174000.0
Eddie Nketiah:2024-11-01:30066666.67
Eden Hazard:2023-12-01:5018750.0
Ederson:2024-11-01:35640000.0
Edgar González:2024-12-01:3000000.0
Edimilson Fernandes:2024-11-01:3740000.0
Edinson Cavani:2024-04-01:2566250.0
Edmond Tapsoba:2024-11-01:44450000.0
Edoardo Bove:2024-12-01:17795000.0
Edon Zhegrova:2024-12-01:23450000.0
Edouard Mendy:2024-04-01:10250000.0
Edu Expósito:2024-12-01:2660000.0
Eduard Sobol:2024-12-01:1540833.33
Eduardo Camavinga:2024-12-01:99133333.33
Eduardo Salvio:2023-12-01:2248000.0
El Bilal Touré:2024-12-01:20000000.0
El Chadaille Bitshiabu:2024-11-01:12050000.0
Elbasan Rashani:2024-12-01:1526500.0
Eldor Shomurodov:2024-12-01:5000000.0
Eliesse Ben Seghir:2024-12-01:15030000.0
Eliot Matazo:2024-12-01:5000000.0
Eljif Elmas:2024-11-01:20482000.0
Elliot Anderson:2024-11-01:14796000.0
Ellis Simms:2024-04-01:5755000.0
Ellyes Skhiri:2024-11-01:11240000.0
Elseid Hysaj:2024-12-01:2570000.0
Elvis Rexhbecaj:2024-11-01:3500000.0
Elye Wahi:2024-12-01:35000000.0
Emanuel Aiwu:2023-12-01:3037857.14
Emanuel Vignato:2024-12-01:1100000.0
Emanuele Valeri:2024-12-01:2300000.0
Emerson:2024-11-01:12000000.0
Emil Audero:2024-12-01:5078333.33
Emil Bohinen:2024-12-01:1849333.33
Emil Forsberg:2024-12-01:5088333.33
Emil Holm:2024-12-01:11966666.67
Emil Krafth:2024-11-01:2500833.33
Emile Smith Rowe:2024-11-01:22397000.0
Emiliano Buendía:2024-11-01:22000000.0
Emiliano Marcondes:2024-11-01:1500000.0
Emiliano Martínez:2024-12-01:12640000.0
Emir Dede:2023-07-01:57500.0
Emirhan Ä°lkhan:2024-11-01:3013333.33
Emmanuel Agbadou:2024-12-01:8996666.67
Emmanuel Dennis:2024-11-01:4341166.67
Emmanuel Ekong:2024-12-01:474583.33
Emmanuel Gyasi:2024-12-01:1818666.67
Emre Can:2024-11-01:10260000.0
Enes Ünal:2024-11-01:18493333.33
Enock Mwepu:2022-12-01:18166666.67
Enzo Ebosse:2024-12-01:2500000.0
Enzo Fernández:2024-11-01:75660000.0
Enzo Le Fée:2024-12-01:18210000.0
Enzo Millot:2024-11-01:29858333.33
Enzo Roco:2023-12-01:1554500.0
